Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,PK,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,Team
Cameron Peupion,au AUS,MF,20.0,0,0,,,,,,,,,,,,,Brighton-and-Hove-Albion
Imari Samuels,eng ENG,DF,20.0,0,0,,,,,,,,,,,,,Brighton-and-Hove-Albion
Sander Berge,no NOR,MF,25.0,37,34,3005.0,33.4,1.0,2.0,0.0,10.0,1.0,1.9,1.9,2.4,64.0,164.0,Burnley
Dara O'Shea,ie IRL,DF,24.0,33,32,2892.0,32.1,3.0,4.0,0.0,5.0,1.0,0.7,0.7,2.0,32.0,122.0,Burnley
James Trafford,eng ENG,GK,20.0,28,28,2520.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,Burnley
Zeki Amdouni,ch SUI,FW,22.0,34,27,1953.0,21.7,5.0,1.0,1.0,2.0,0.0,5.8,5.0,1.4,63.0,49.0,Burnley
Vitinho,br BRA,"DF,MF",24.0,32,26,2314.0,25.7,0.0,2.0,0.0,1.0,0.0,1.6,1.6,1.3,59.0,66.0,Burnley
Charlie Taylor,eng ENG,DF,29.0,28,25,2331.0,25.9,1.0,1.0,0.0,8.0,0.0,0.2,0.2,1.2,36.0,82.0,Burnley
Wilson Odobert,fr FRA,"MF,FW",18.0,29,25,2098.0,23.3,3.0,2.0,0.0,3.0,0.0,2.8,2.8,3.3,102.0,58.0,Burnley
Josh Brownhill,eng ENG,MF,27.0,33,23,2252.0,25.0,4.0,2.0,0.0,4.0,1.0,1.9,1.9,2.1,19.0,90.0,Burnley
Josh Cullen,ie IRL,MF,27.0,25,23,2057.0,22.9,2.0,3.0,0.0,9.0,0.0,0.6,0.6,1.8,22.0,123.0,Burnley
Lyle Foster,za RSA,"FW,MF",22.0,24,22,1899.0,21.1,5.0,3.0,0.0,0.0,1.0,4.5,4.5,1.9,55.0,37.0,Burnley
Jacob Bruun Larsen,dk DEN,"MF,FW",24.0,32,16,1249.0,13.9,6.0,0.0,1.0,1.0,0.0,5.0,4.2,1.5,61.0,38.0,Burnley
Maxime Estève,fr FRA,DF,21.0,16,15,1309.0,14.5,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.0,15.0,40.0,Burnley
Lorenz Assignon,tg TOG,DF,23.0,15,15,1234.0,13.7,1.0,2.0,0.0,5.0,1.0,0.4,0.4,2.6,38.0,34.0,Burnley
Jordan Beyer,de GER,DF,23.0,15,15,1234.0,13.7,0.0,1.0,0.0,6.0,0.0,0.5,0.5,0.3,9.0,25.0,Burnley
Luca Koleosho,it ITA,"MF,FW",18.0,15,13,974.0,10.8,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.3,53.0,19.0,Burnley
Jóhann Berg Guðmundsson,is ISL,"MF,FW",32.0,26,12,1192.0,13.2,1.0,3.0,0.0,2.0,0.0,1.9,1.9,2.7,13.0,59.0,Burnley
Ameen Al-Dakhil,be BEL,DF,21.0,13,12,1056.0,11.7,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.1,7.0,35.0,Burnley
Arijanet Muric,xk KVX,GK,24.0,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,Burnley
David Datro Fofana,ci CIV,FW,20.0,15,10,879.0,9.8,4.0,1.0,0.0,1.0,0.0,4.5,4.5,1.8,21.0,15.0,Burnley
Connor Roberts,wls WAL,DF,27.0,14,8,823.0,9.1,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.2,6.0,38.0,Burnley
Jay Rodriguez,eng ENG,FW,34.0,21,7,822.0,9.1,2.0,1.0,1.0,0.0,0.0,3.5,2.7,0.2,2.0,17.0,Burnley
Hannes Delcroix,be BEL,DF,24.0,12,5,589.0,6.5,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,2.0,18.0,Burnley
Aaron Ramsey,eng ENG,"MF,FW",20.0,14,5,527.0,5.9,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,8.0,8.0,Burnley
Hjalmar Ekdal,se SWE,DF,24.0,8,5,437.0,4.9,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,5.0,11.0,Burnley
Mike Trésor,be BEL,"FW,MF",24.0,16,3,420.0,4.7,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,15.0,10.0,Burnley
Anass Zaroury,ma MAR,"FW,MF",22.0,6,1,152.0,1.7,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,2.0,2.0,Burnley
Benson Manuel,ao ANG,"MF,FW",26.0,8,1,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,5.0,2.0,Burnley
Nathan Redmond,eng ENG,"FW,MF",29.0,12,0,142.0,1.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,7.0,8.0,Burnley
Jack Cork,eng ENG,MF,34.0,4,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,Burnley
Michael Obafemi,ie IRL,"FW,MF",23.0,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,Burnley
Han-Noah Massengo,fr FRA,"MF,DF",22.0,3,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Burnley
CJ Egan-Riley,eng ENG,DF,20.0,0,0,,,,,,,,,,,,,Burnley
Lawrence Vigouroux,cl CHI,GK,29.0,0,0,,,,,,,,,,,,,Burnley
Conor Gallagher,eng ENG,MF,23.0,37,37,3128.0,34.8,5.0,7.0,0.0,9.0,1.0,4.2,4.2,5.0,62.0,172.0,Chelsea
Moisés Caicedo,ec ECU,MF,21.0,35,33,2866.0,31.8,1.0,3.0,0.0,11.0,0.0,0.4,0.4,2.6,27.0,173.0,Chelsea
Nicolas Jackson,sn SEN,FW,22.0,35,31,2799.0,31.1,14.0,5.0,0.0,10.0,0.0,18.6,18.6,4.3,70.0,67.0,Chelsea
Cole Palmer,eng ENG,"FW,MF",21.0,33,29,2607.0,29.0,22.0,11.0,9.0,7.0,0.0,18.2,11.1,11.1,117.0,197.0,Chelsea
Axel Disasi,fr FRA,DF,25.0,31,29,2579.0,28.7,2.0,0.0,0.0,6.0,0.0,2.4,2.4,0.3,30.0,112.0,Chelsea
Thiago Silva,br BRA,DF,38.0,31,28,2527.0,28.1,3.0,1.0,0.0,4.0,0.0,0.8,0.8,1.0,2.0,102.0,Chelsea
Enzo Fernández,ar ARG,MF,22.0,28,26,2209.0,24.5,3.0,2.0,1.0,7.0,0.0,6.2,4.6,3.4,52.0,210.0,Chelsea
Đorđe Petrović,rs SRB,GK,23.0,23,22,1987.0,22.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Chelsea
Raheem Sterling,eng ENG,"FW,MF",28.0,31,22,1978.0,22.0,8.0,4.0,0.0,7.0,0.0,6.5,6.5,4.5,120.0,78.0,Chelsea
Levi Colwill,eng ENG,DF,20.0,23,20,1797.0,20.0,1.0,1.0,0.0,2.0,0.0,1.3,1.3,1.2,23.0,73.0,Chelsea
Marc Cucurella,es ESP,DF,25.0,21,20,1782.0,19.8,0.0,2.0,0.0,10.0,0.0,1.1,1.1,1.1,31.0,50.0,Chelsea
Malo Gusto,fr FRA,DF,20.0,27,19,1751.0,19.5,0.0,6.0,0.0,7.0,1.0,0.9,0.9,4.3,78.0,86.0,Chelsea
Mykhailo Mudryk,ua UKR,FW,22.0,31,18,1576.0,17.5,5.0,2.0,0.0,5.0,0.0,4.4,4.4,4.1,92.0,45.0,Chelsea
Robert Sánchez,es ESP,GK,25.0,16,16,1433.0,15.9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Chelsea
Benoît Badiashile,fr FRA,DF,22.0,18,15,1338.0,14.9,0.0,1.0,0.0,3.0,0.0,0.3,0.3,1.5,3.0,46.0,Chelsea
Noni Madueke,eng ENG,FW,21.0,23,13,1053.0,11.7,5.0,2.0,1.0,2.0,0.0,2.5,1.7,2.6,76.0,52.0,Chelsea
Trevoh Chalobah,eng ENG,DF,24.0,13,10,952.0,10.6,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,5.0,31.0,Chelsea
Ben Chilwell,eng ENG,DF,26.0,13,9,756.0,8.4,0.0,1.0,0.0,5.0,0.0,1.2,1.2,2.2,22.0,25.0,Chelsea
Armando Broja,al ALB,FW,21.0,13,6,454.0,5.0,1.0,0.0,0.0,0.0,0.0,2.4,2.4,0.2,11.0,6.0,Chelsea
Reece James,eng ENG,DF,23.0,10,5,419.0,4.7,0.0,2.0,0.0,2.0,2.0,0.3,0.3,1.7,19.0,21.0,Chelsea
Lesley Ugochukwu,fr FRA,MF,19.0,12,3,301.0,3.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,8.0,17.0,Chelsea
Christopher Nkunku,fr FRA,"FW,MF",25.0,11,2,443.0,4.9,3.0,0.0,0.0,0.0,0.0,2.3,2.3,0.2,10.0,19.0,Chelsea
Carney Chukwuemeka,eng ENG,"MF,FW",19.0,9,2,227.0,2.5,1.0,1.0,0.0,2.0,0.0,0.2,0.2,0.3,4.0,12.0,Chelsea
Alfie Gilchrist,eng ENG,DF,19.0,11,2,207.0,2.3,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,1.0,7.0,Chelsea
Ian Maatsen,nl NED,"FW,MF",21.0,12,1,209.0,2.3,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,9.0,8.0,Chelsea
Cesare Casadei,it ITA,"FW,MF",20.0,11,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,Chelsea
Roméo Lavia,be BEL,MF,19.0,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Chelsea
Deivid Washington,br BRA,"DF,FW",18.0,2,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,Chelsea
Mason Burstow,eng ENG,FW,19.0,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea
Joshua Acheampong,eng ENG,DF,17.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea
Alex Matos,eng ENG,MF,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea
Jimi Tauriainen,eng ENG,FW,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea
Marcus Bettinelli,eng ENG,GK,31.0,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Chelsea
Eddie Beach,wls WAL,GK,19.0,0,0,,,,,,,,,,,,,Chelsea
Lucas Bergström,fi FIN,GK,20.0,0,0,,,,,,,,,,,,,Chelsea
Joshua Brooking,eng ENG,DF,20.0,0,0,,,,,,,,,,,,,Chelsea
Leo Castledine,eng ENG,MF,17.0,0,0,,,,,,,,,,,,,Chelsea
Ted Curd,eng ENG,GK,17.0,0,0,,,,,,,,,,,,,Chelsea
Kiano Dyer,eng ENG,MF,16.0,0,0,,,,,,,,,,,,,Chelsea
Tyrique George,eng ENG,FW,17.0,0,0,,,,,,,,,,,,,Chelsea
Ollie Harrison,eng ENG,MF,15.0,0,0,,,,,,,,,,,,,Chelsea
Bashir Humphreys,eng ENG,DF,20.0,0,0,,,,,,,,,,,,,Chelsea
Diego Moreira,pt POR,MF,18.0,0,0,,,,,,,,,,,,,Chelsea
Ishé Samuels-Smith,eng ENG,DF,17.0,0,0,,,,,,,,,,,,,Chelsea
Andrey Santos,br BRA,MF,19.0,0,0,,,,,,,,,,,,,Chelsea
Teddy Sharman,eng ENG,GK,20.0,0,0,,,,,,,,,,,,,Chelsea
Zak Sturge,eng ENG,DF,19.0,0,0,,,,,,,,,,,,,Chelsea
Ronnie Stutter,eng ENG,FW,18.0,0,0,,,,,,,,,,,,,Chelsea
Joachim Andersen,dk DEN,DF,27.0,38,38,3415.0,37.9,2.0,3.0,0.0,7.0,0.0,1.7,1.7,2.8,21.0,147.0,Crystal-Palace
Tyrick Mitchell,eng ENG,"DF,MF",23.0,37,37,3204.0,35.6,2.0,3.0,0.0,6.0,0.0,1.6,1.6,2.8,32.0,94.0,Crystal-Palace
Jordan Ayew,gh GHA,"FW,MF",31.0,35,30,2543.0,28.3,4.0,7.0,0.0,9.0,1.0,3.9,3.9,4.2,74.0,63.0,Crystal-Palace
Jefferson Lerma,co COL,"MF,DF",28.0,28,27,2400.0,26.7,1.0,1.0,0.0,8.0,0.0,2.7,2.7,2.2,14.0,106.0,Crystal-Palace
Jean-Philippe Mateta,fr FRA,FW,26.0,35,25,2282.0,25.4,16.0,5.0,2.0,3.0,0.0,10.9,9.4,3.1,29.0,25.0,Crystal-Palace
Eberechi Eze,eng ENG,"MF,FW",25.0,27,24,2055.0,22.8,11.0,4.0,1.0,3.0,0.0,9.1,8.3,5.2,68.0,93.0,Crystal-Palace
Chris Richards,us USA,"DF,MF",23.0,26,23,2094.0,23.3,1.0,1.0,0.0,3.0,0.0,0.6,0.6,0.4,1.0,43.0,Crystal-Palace
Marc Guéhi,eng ENG,DF,23.0,25,23,2021.0,22.5,0.0,1.0,0.0,2.0,0.0,0.6,0.6,0.6,15.0,67.0,Crystal-Palace
Joel Ward,eng ENG,DF,33.0,26,23,1980.0,22.0,0.0,1.0,0.0,4.0,0.0,0.9,0.9,0.2,16.0,66.0,Crystal-Palace
Will Hughes,eng ENG,MF,28.0,30,23,1891.0,21.0,0.0,1.0,0.0,6.0,0.0,0.3,0.3,1.1,14.0,76.0,Crystal-Palace
Sam Johnstone,eng ENG,GK,30.0,20,20,1796.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Dean Henderson,eng ENG,GK,26.0,18,18,1620.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Odsonne Édouard,fr FRA,"FW,MF",25.0,30,17,1555.0,17.3,7.0,0.0,0.0,4.0,0.0,6.2,6.2,1.2,33.0,36.0,Crystal-Palace
Jeffrey Schlupp,gh GHA,"FW,MF",30.0,29,17,1352.0,15.0,2.0,2.0,0.0,1.0,0.0,1.8,1.8,2.3,20.0,33.0,Crystal-Palace
Daniel Muñoz,co COL,"DF,MF",27.0,16,16,1439.0,16.0,0.0,4.0,0.0,4.0,0.0,1.2,1.2,2.4,25.0,38.0,Crystal-Palace
Adam Wharton,eng ENG,MF,19.0,16,15,1297.0,14.4,0.0,3.0,0.0,2.0,0.0,0.3,0.3,2.4,14.0,79.0,Crystal-Palace
Nathaniel Clyne,eng ENG,DF,32.0,19,14,1338.0,14.9,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,10.0,33.0,Crystal-Palace
Michael Olise,fr FRA,"FW,MF",21.0,19,14,1275.0,14.2,10.0,6.0,1.0,0.0,0.0,5.5,4.7,5.8,68.0,78.0,Crystal-Palace
Cheick Doucouré,ml MLI,MF,23.0,11,11,919.0,10.2,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,9.0,49.0,Crystal-Palace
Jaïro Riedewald,nl NED,"MF,FW",26.0,9,2,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,Crystal-Palace
Matheus França,br BRA,"MF,FW",19.0,10,1,232.0,2.6,0.0,1.0,0.0,1.0,0.0,0.4,0.4,0.9,12.0,8.0,Crystal-Palace
Naouirou Ahamada,fr FRA,"MF,FW",21.0,20,0,349.0,3.9,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.0,19.0,25.0,Crystal-Palace
David Ozoh,eng ENG,"MF,DF",18.0,9,0,156.0,1.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,Crystal-Palace
Jesurun Rak Sakyi,eng ENG,"MF,FW",20.0,6,0,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,7.0,2.0,Crystal-Palace
James Tomkins,eng ENG,DF,34.0,4,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Crystal-Palace
Remi Matthews,eng ENG,GK,29.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Tayo Adaramola,ie IRL,"DF,MF",19.0,0,0,,,,,,,,,,,,,Crystal-Palace
Malcolm Ebiowei,eng ENG,MF,19.0,0,0,,,,,,,,,,,,,Crystal-Palace
John-Kymani Gordon,eng ENG,"FW,MF",20.0,0,0,,,,,,,,,,,,,Crystal-Palace
Rob Holding,eng ENG,DF,27.0,0,0,,,,,,,,,,,,,Crystal-Palace
Roshaun Mathurin,eng ENG,FW,19.0,0,0,,,,,,,,,,,,,Crystal-Palace
Ademola Ola-Adebomi,eng ENG,FW,19.0,0,0,,,,,,,,,,,,,Crystal-Palace
Luke Plange,eng ENG,FW,20.0,0,0,,,,,,,,,,,,,Crystal-Palace
Jadan Raymond,wls WAL,MF,19.0,0,0,,,,,,,,,,,,,Crystal-Palace
Kaden Rodney,eng ENG,"DF,MF",18.0,0,0,,,,,,,,,,,,,Crystal-Palace
Franco Umeh-Chibueze,ie IRL,MF,18.0,0,0,,,,,,,,,,,,,Crystal-Palace
Joseph Whitworth,eng ENG,GK,19.0,0,0,,,,,,,,,,,,,Crystal-Palace
Jordan Pickford,eng ENG,GK,29.0,38,38,3420.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,1.0,6.0,Everton
James Tarkowski,eng ENG,DF,30.0,38,38,3419.0,38.0,1.0,1.0,0.0,11.0,0.0,2.6,2.6,2.5,15.0,130.0,Everton
Jarrad Branthwaite,eng ENG,DF,21.0,35,35,3116.0,34.6,3.0,0.0,0.0,8.0,0.0,1.7,1.7,1.0,2.0,74.0,Everton
James Garner,eng ENG,MF,22.0,37,34,3004.0,33.4,1.0,2.0,0.0,7.0,0.0,2.7,2.7,4.6,36.0,100.0,Everton
Dwight McNeil,eng ENG,"MF,FW",23.0,35,33,2892.0,32.1,3.0,6.0,0.0,2.0,0.0,3.4,3.4,8.8,80.0,114.0,Everton
Abdoulaye Doucouré,ml MLI,"FW,MF",30.0,32,32,2629.0,29.2,7.0,1.0,0.0,7.0,0.0,8.8,8.8,2.9,55.0,97.0,Everton
Vitaliy Mykolenko,ua UKR,DF,24.0,28,28,2469.0,27.4,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.9,14.0,55.0,Everton
Ashley Young,eng ENG,"DF,MF",38.0,31,27,2280.0,25.3,0.0,0.0,0.0,7.0,1.0,0.6,0.6,1.5,40.0,82.0,Everton
Dominic Calvert-Lewin,eng ENG,FW,26.0,32,26,2171.0,24.1,7.0,2.0,2.0,2.0,0.0,12.9,11.4,3.1,36.0,31.0,Everton
Jack Harrison,eng ENG,"MF,FW",26.0,29,25,2214.0,24.6,3.0,3.0,0.0,1.0,0.0,3.6,3.6,3.4,65.0,62.0,Everton
Idrissa Gana Gueye,sn SEN,MF,33.0,25,24,1884.0,20.9,4.0,0.0,0.0,8.0,0.0,1.3,1.3,1.1,29.0,83.0,Everton
Amadou Onana,be BEL,MF,21.0,30,23,2091.0,23.2,2.0,0.0,0.0,5.0,0.0,2.0,2.0,2.7,21.0,107.0,Everton
Ben Godfrey,eng ENG,DF,25.0,15,13,1120.0,12.4,0.0,0.0,0.0,2.0,0.0,1.7,1.7,0.3,11.0,43.0,Everton
Nathan Patterson,sct SCO,DF,21.0,20,9,1005.0,11.2,0.0,2.0,0.0,4.0,0.0,0.3,0.3,1.7,17.0,38.0,Everton
Beto,gw GNB,FW,25.0,30,9,951.0,10.6,3.0,0.0,0.0,2.0,0.0,6.8,6.0,0.9,14.0,14.0,Everton
Séamus Coleman,ie IRL,DF,34.0,12,7,665.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,22.0,Everton
Arnaut Danjuma,nl NED,"MF,FW",26.0,14,5,595.0,6.6,1.0,0.0,0.0,0.0,0.0,2.6,2.6,1.1,24.0,9.0,Everton
Michael Keane,eng ENG,DF,30.0,9,4,439.0,4.9,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.0,4.0,14.0,Everton
André Gomes,pt POR,"MF,FW",30.0,12,3,508.0,5.6,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.4,8.0,36.0,Everton
Alex Iwobi,ng NGA,MF,27.0,2,2,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,6.0,4.0,Everton
Lewis Dobbin,eng ENG,MF,20.0,12,1,232.0,2.6,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,6.0,3.0,Everton
Youssef Chermiti,pt POR,FW,19.0,18,1,208.0,2.3,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.8,5.0,5.0,Everton
Thomas Cannon,ie IRL,FW,20.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton
Tyler Onyango,eng ENG,MF,20.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton
Lewis Warrington,eng ENG,FW,20.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton
Elijah Campbell,eng ENG,DF,18.0,0,0,,,,,,,,,,,,,Everton
William Crellin,eng ENG,GK,23.0,0,0,,,,,,,,,,,,,Everton
Mackenzie Hunt,ae UAE,"DF,MF",21.0,0,0,,,,,,,,,,,,,Everton
Andy Lonergan,ie IRL,GK,39.0,0,0,,,,,,,,,,,,,Everton
Jenson Metcalfe,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,Everton
João Virgínia,pt POR,GK,23.0,0,0,,,,,,,,,,,,,Everton
Bernd Leno,de GER,GK,31.0,38,38,3420.0,38.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Antonee Robinson,us USA,DF,25.0,37,37,3265.0,36.3,0.0,6.0,0.0,6.0,0.0,0.7,0.7,4.2,99.0,129.0,Fulham
Andreas Pereira,br BRA,MF,27.0,37,34,2613.0,29.0,3.0,7.0,0.0,6.0,0.0,4.6,4.6,7.1,56.0,138.0,Fulham
João Palhinha,pt POR,MF,28.0,33,31,2699.0,30.0,4.0,1.0,0.0,13.0,0.0,3.3,3.3,0.8,8.0,97.0,Fulham
Timothy Castagne,be BEL,DF,27.0,34,29,2634.0,29.3,1.0,3.0,0.0,3.0,0.0,1.6,1.6,1.9,48.0,77.0,Fulham
Calvin Bassey,ng NGA,DF,23.0,29,25,2303.0,25.6,1.0,0.0,0.0,6.0,1.0,0.3,0.3,0.0,15.0,62.0,Fulham
Willian,br BRA,FW,34.0,31,24,2053.0,22.8,4.0,2.0,2.0,1.0,0.0,5.1,3.6,3.9,92.0,153.0,Fulham
Tosin Adarabioyo,eng ENG,DF,25.0,20,18,1617.0,18.0,2.0,0.0,0.0,2.0,0.0,0.7,0.7,0.1,10.0,62.0,Fulham
Rodrigo Muniz,br BRA,FW,22.0,26,18,1593.0,17.7,9.0,1.0,0.0,1.0,0.0,8.7,8.7,2.0,8.0,19.0,Fulham
Raúl Jiménez,mx MEX,FW,32.0,24,18,1395.0,15.5,7.0,0.0,0.0,3.0,1.0,5.2,5.2,1.5,11.0,24.0,Fulham
Tim Ream,us USA,DF,35.0,18,17,1503.0,16.7,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,11.0,65.0,Fulham
Bobby Reid,jm JAM,FW,30.0,33,17,1423.0,15.8,6.0,2.0,0.0,4.0,0.0,4.6,4.6,1.8,35.0,47.0,Fulham
Harry Wilson,wls WAL,FW,26.0,35,16,1620.0,18.0,4.0,6.0,0.0,6.0,0.0,3.4,3.4,3.5,41.0,60.0,Fulham
Issa Diop,fr FRA,DF,26.0,18,16,1424.0,15.8,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.0,11.0,66.0,Fulham
Harrison Reed,eng ENG,MF,28.0,27,15,1325.0,14.7,0.0,2.0,0.0,6.0,0.0,0.3,0.3,1.1,10.0,56.0,Fulham
Tom Cairney,sct SCO,MF,32.0,34,14,1488.0,16.5,1.0,4.0,0.0,3.0,0.0,1.1,1.1,2.3,35.0,145.0,Fulham
Saša Lukić,rs SRB,MF,26.0,24,13,1122.0,12.5,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.8,12.0,43.0,Fulham
Kenny Tete,nl NED,DF,27.0,14,10,867.0,9.6,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.4,20.0,54.0,Fulham
Carlos Vinícius,br BRA,FW,28.0,13,2,315.0,3.5,2.0,0.0,0.0,2.0,0.0,1.6,1.6,0.8,3.0,3.0,Fulham
Adama Traoré,es ESP,"FW,MF",27.0,17,1,377.0,4.2,2.0,3.0,0.0,2.0,0.0,1.5,1.5,0.7,29.0,16.0,Fulham
Luke Harris,wls WAL,MF,18.0,1,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,1.0,Fulham
Fodé Ballo-Touré,sn SEN,"DF,MF",26.0,6,0,71.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,Fulham
Aleksandar Mitrović,rs SRB,FW,28.0,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0,Fulham
Marek Rodák,sk SVK,GK,26.0,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Fulham
Luc De Fougerolles,ca CAN,DF,17.0,0,0,,,,,,,,,,,,,Fulham
Matt Dibley-Dias,nz NZL,MF,19.0,0,0,,,,,,,,,,,,,Fulham
Tyrese Francois,au AUS,MF,23.0,0,0,,,,,,,,,,,,,Fulham
Joshua King,eng ENG,MF,16.0,0,0,,,,,,,,,,,,,Fulham
Kevin Mbabu,ch SUI,"DF,MF",28.0,0,0,,,,,,,,,,,,,Fulham
Kristian Sekularac,ch SUI,MF,19.0,0,0,,,,,,,,,,,,,Fulham
Jay Stansfield,eng ENG,"FW,MF",20.0,0,0,,,,,,,,,,,,,Fulham
Devan Tanton,co COL,DF,19.0,0,0,,,,,,,,,,,,,Fulham
Virgil van Dijk,nl NED,DF,32.0,36,36,3177.0,35.3,2.0,2.0,0.0,3.0,1.0,2.8,2.8,1.6,32.0,200.0,Liverpool
Luis Díaz,co COL,FW,26.0,37,32,2629.0,29.2,8.0,5.0,0.0,3.0,0.0,11.9,11.9,5.7,137.0,113.0,Liverpool
Alexis Mac Allister,ar ARG,MF,24.0,33,31,2599.0,28.9,5.0,5.0,1.0,7.0,1.0,3.7,2.9,3.6,44.0,209.0,Liverpool
Mohamed Salah,eg EGY,FW,31.0,32,28,2534.0,28.2,18.0,10.0,5.0,2.0,0.0,21.2,15.5,11.8,98.0,147.0,Liverpool
Alisson,br BRA,GK,30.0,28,28,2520.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,Liverpool
Trent Alexander-Arnold,eng ENG,DF,24.0,28,25,2155.0,23.9,3.0,4.0,0.0,6.0,0.0,2.6,2.3,7.2,45.0,205.0,Liverpool
Dominik Szoboszlai,hu HUN,MF,22.0,33,25,2104.0,23.4,3.0,2.0,0.0,1.0,0.0,3.7,3.7,5.8,75.0,152.0,Liverpool
Darwin Núñez,uy URU,FW,24.0,36,22,2047.0,22.7,11.0,8.0,0.0,9.0,0.0,16.3,15.5,6.0,58.0,54.0,Liverpool
